slug,question,outcomes,volume,startDate,endDate,clobTokenIds
will-matt-gaetz-be-expelled-from-congress-before-may,Will Matt Gaetz be expelled from Congress before May?,"[""Yes"", ""No""]",65354.579429,2024-02-16T23:23:03.174Z,2024-04-30T12:00:00Z,"[""50903195764511438495620822212086237214508145645100982948981271778341397456096"", ""45072427174030907429120651246747493117741173545866774901580049740746225721986""]"
ethereum-etf-approved-by-end-of-march,Ethereum ETF approved by end of March?,"[""Yes"", ""No""]",38666.10076,2024-02-17T22:14:54.981Z,2024-03-31T00:00:00Z,"[""40780936630970367997511035041567890318514261578313821739963282577273254688642"", ""4244399543305723442503837852785072651141064655113377004963672297568044017892""]"
will-dune-part-two-get-a-90-or-higher-tomatometer-score-1,Will 'Dune: Part Two' get a 90% or higher Tomatometer Score?,"[""Yes"", ""No""]",67882.646551,2024-02-20T18:33:14.512Z,2024-03-04T00:00:00Z,"[""112651722094232920097704556008778566861753663372451696651063571220732286498694"", ""69706058273501093640674262761695680533901202172989644890644001643518767378316""]"
julian-assange-extradited-to-us-before-april,Julian Assange extradited to US before April?,"[""Yes"", ""No""]",19012.075738,2024-02-20T20:59:54.826Z,2024-03-31T00:00:00Z,"[""13499898016206771583613034923832209829340558628890339501230448487125940435130"", ""106706732203405966695686740694312815862405517949131109502201919595133488268731""]"
israel-hamas-hostage-deal-by-ramadan,Israel + Hamas hostage deal by Ramadan? ,"[""Yes"", ""No""]",38905.42711,2024-02-20T20:02:04.771Z,2024-03-10T00:00:00Z,"[""18528961096665937143119121951247157545199469394395940918047531622860120646173"", ""50123799092321605537519719365679043330691902258763834147828890239057671236683""]"
ukraine-aid-package-by-march-31,Ukraine aid package by March 31?,"[""Yes"", ""No""]",55339.90377,2024-02-20T19:25:36.9Z,2024-03-31T00:00:00Z,"[""60862042338635486604436082347256370904792043407525791185197290321483004671159"", ""112987662463568793161114828802875891188301759521009477883351805733563613193562""]"
will-trump-be-speaker-by-april-1,Will Trump be Speaker by April 1?,"[""Yes"", ""No""]",778183.729429,2024-02-20T20:04:02.651Z,2024-04-01T00:00:00Z,"[""60745393482285630356869193604962680638299670895086323605008316510683735283520"", ""89039501421478294397069276034809207025914104707242544845013079005169454289318""]"
will-ansem-win-his-fight,Will Ansem win his fight?,"[""Yes"", ""No""]",12219.100903,2024-02-21T16:23:53.991Z,2024-04-29T12:00:00Z,"[""100001018253118705064859389093385218321954095057864399231667550447829927574873"", ""73201245118923501707249045632285629382437103022833465289609286279255153802999""]"
eth-above-3000-on-march-1,"ETH above $3,000 on March 1?","[""Yes"", ""No""]",109674.41028699999,2024-02-21T01:14:32.84Z,2024-03-01T00:00:00Z,"[""72203215849129985030046164428455870470394495993696764261095883199217941574234"", ""84591415912573324455142336318354310894130728166832070555900662124170406558337""]"
will-nyc-give-migrant-families-10000,"Will NYC give migrant families $10,000?","[""Yes"", ""No""]",6934.899566,2024-02-21T17:22:32.429Z,2024-04-30T00:00:00Z,"[""39870710240371784039894200417242660228801300645120984258057963757375448841564"", ""84443687511832081369236698012764428769447514230599544488419119014573155621318""]"
israel-x-hamas-ceasefire-before-april,Israel x Hamas ceasefire before April?,"[""Yes"", ""No""]",85164.362072,2024-02-22T00:54:14.987Z,2024-03-31T00:00:00Z,"[""99286691564031815180969229003342793676520768066194785559329964498509622447767"", ""82096073273205590084713986157816253339939038577889475332827389109042597900105""]"
will-daniel-alegre-change-pfp-by-april-1,Will Daniel Alegre change pfp by April 1?,"[""Yes"", ""No""]",4668.46471,2024-02-21T18:09:26.882Z,2024-04-01T00:00:00Z,"[""12936555896465627522374573566891285399260857991866296880208699954400454010370"", ""78143731457071836222353375193554727680650655079968466951745085790041396805458""]"
will-sony-release-the-playstation-5-pro-in-q1-2024,Will Sony release the Playstation 5 Pro in Q1 2024?,"[""Yes"", ""No""]",2329.62,2024-02-21T23:17:00Z,2024-03-30T00:00:00Z,"[""27020187828559170897661741877682047454262650875428322337225381498791062145052"", ""65292524751044860908594271097375441579073811878348477612918993777950216796667""]"
israel-ground-offensive-in-rafah-by-march-15,Israel ground offensive in Rafah by March 15?,"[""Yes"", ""No""]",33693.124079,2024-02-21T21:35:51.678Z,2024-03-15T00:00:00Z,"[""104733771857223687146313756888315300022232607982961041868278119446047416244503"", ""38573119596319931466025214635614952571260053357840596425473516067117992148330""]"
will-justin-fields-be-traded-to-the-atlanta-falcons,Will Justin Fields be traded to the Atlanta Falcons?,"[""Yes"", ""No""]",4101.429276,2024-02-26T21:47:00Z,2024-04-25T00:00:00Z,"[""60514145194897823219826772428422448353518550507265497262875791233246155902231"", ""79441287910732946721658295867280356011681250132429753298939411798136774417659""]"
will-justin-fields-be-traded-to-the-new-england-patriots,Will Justin Fields be traded to the New England Patriots?,"[""Yes"", ""No""]",2610.98935,2024-02-26T21:47:00Z,2024-04-25T00:00:00Z,"[""15174352312979719473130102476153306772921845768537835741006627369141831859274"", ""79318387129511259919813482329106331426280769132356298405354840727569463725210""]"
will-justin-fields-be-traded-to-the-new-york-giants,Will Justin Fields be traded to the New York Giants?,"[""Yes"", ""No""]",2187.0,2024-02-26T21:47:00Z,2024-04-25T00:00:00Z,"[""42956329950697586441110294139508864125683326689695762480889670495399242253262"", ""102662129229842769808380653702989524460057962480697636661971624635798033463022""]"
will-justin-fields-be-traded-to-the-pittsburgh-steelers,Will Justin Fields be traded to the Pittsburgh Steelers?,"[""Yes"", ""No""]",2308.5,2024-02-26T21:47:00Z,2024-04-25T00:00:00Z,"[""42836887112857774654357083482180946908288854204343106651927553518920222193432"", ""43565769634619679390226285340895074043685972085126767049980085593305597935726""]"
will-justin-fields-be-traded-to-the-las-vegas-raiders,Will Justin Fields be traded to the Las Vegas Raiders?,"[""Yes"", ""No""]",4276.372077,2024-02-26T21:48:00Z,2024-04-25T00:00:00Z,"[""429783220360545151121178889569277884576517379163001450891635108461956168411"", ""104308561913391454306689354204402379322333520049410417165770170425915305819757""]"
will-justin-fields-be-traded-to-the-denver-broncos,Will Justin Fields be traded to the Denver Broncos?,"[""Yes"", ""No""]",3178.553765,2024-02-26T21:48:00Z,2024-04-25T00:00:00Z,"[""28451188097080867513456781422337542691447779810276732909734696465758515491489"", ""84732236264129023974994138298447926815459161407242179324347614069602435394563""]"
will-justin-fields-be-traded-to-the-washington-commanders,Will Justin Fields be traded to the Washington Commanders?,"[""Yes"", ""No""]",3639.333332,2024-02-26T21:48:00Z,2024-04-25T00:00:00Z,"[""99835783444209599372829379278294191181837328037502889636345616217073699823377"", ""102814399360611712511881133092060551457378015944531933150740317588477226659845""]"
will-justin-fields-remain-on-the-bears,Will Justin Fields remain on the Bears?,"[""Yes"", ""No""]",6696.92857,2024-02-26T21:48:00Z,2024-04-25T00:00:00Z,"[""82023573770869589686806919114905645096603637162876914584826409813177152179329"", ""67365993895109067136496361419875065608743030546279542237063286781453979876484""]"
will-justin-fields-be-traded-to-another-nfl-team,Will Justin Fields be traded to another NFL team?,"[""Yes"", ""No""]",2265.38,2024-02-26T21:48:00Z,2024-04-25T00:00:00Z,"[""71195235047053933734968263028351618754507755816921694621483899392217109635416"", ""9455074739264943505849800957780185703371866523721112938701978933014716635636""]"
slovakia-presidential-election-will-peter-pellegrini-win,Slovakia Presidential Election: Will Peter Pellegrini win?,"[""Yes"", ""No""]",40303.650269,2024-02-22T19:52:00Z,2024-04-04T00:00:00Z,"[""70423078263435646403524888182155703220586546279039097162232763694426589534360"", ""93142839182214220011427558687025476467004175649381514846659424985634154353411""]"
slovakia-presidential-election-will-ivan-korcok-win,Slovakia Presidential Election: Will Ivan Korčok win?,"[""Yes"", ""No""]",20379.708521,2024-02-22T19:52:00Z,2024-04-04T00:00:00Z,"[""39544160274915383283973025431414076629021309048607338378727619072665533990585"", ""46174555646276324146120931273645208202909565945401713093182903548402800024197""]"
slovakia-presidential-election-will-stefan-harabin-win,Slovakia Presidential Election: Will Štefan Harabin win?,"[""Yes"", ""No""]",10251.58,2024-02-22T19:53:00Z,2024-04-04T00:00:00Z,"[""92238181524300535695964367292615992700826855740785769650733851055918355624093"", ""97075903018318371724769698302244863070985149658336205656284988144464299582504""]"
slovakia-presidential-election-will-igor-matovic-win,Slovakia Presidential Election: Will Igor Matovič win?,"[""Yes"", ""No""]",9071.57,2024-02-22T19:53:00Z,2024-04-04T00:00:00Z,"[""76665893580626825701475524806145910879060973919134426785931733750811771921713"", ""3247051788239722955471127960934528981916123509078582599147775109662699320530""]"
slovakia-presidential-election-will-jan-kubis-win,Slovakia Presidential Election: Will Ján Kubiš win?,"[""Yes"", ""No""]",9429.57,2024-02-22T19:53:00Z,2024-04-04T00:00:00Z,"[""78770135257593868359689501687111273565516467084845084397766476585788924424062"", ""65821319040190137808847594687289423313867149348335757517897440894797313740913""]"
slovakia-presidential-election-will-another-candidate-win,Slovakia Presidential Election: Will another candidate win?,"[""Yes"", ""No""]",12559.1,2024-02-22T19:53:00Z,2024-04-04T00:00:00Z,"[""27945316665383902977587257562522414224021572700023583053514752057537853078278"", ""18796970575753404518280487761020803438103487609079677458208778242590634651543""]"
will-og-anunoby-return-before-the-playoffs,Will OG Anunoby return before the playoffs?,"[""Yes"", ""No""]",3956.395165,2024-02-22T20:26:34.478Z,2024-04-14T00:00:00Z,"[""19566345836497550887538217891189128010331650904066019132815215672600006677732"", ""65676525520811331913998325335350282266888153454648095621732469692381098653627""]"
portugal-legislative-election-will-the-socialist-party-win-the-most-votes,Portugal Legislative Election: Will the Socialist Party win the most votes?,"[""Yes"", ""No""]",28798.525648,2024-03-06T21:36:10.689Z,2024-03-09T00:00:00Z,"[""44672811446908057212316013509967319686682646838923188620658226119673825489991"", ""49765805856700103208895386157569631227950297886853627705127423877906422075625""]"
portugal-legislative-election-will-the-socialist-party-ps-win-over-30-of-votes,Portugal Legislative Election: Will the Socialist Party (PS) win over 30% of votes?,"[""Yes"", ""No""]",12585.956038,2024-03-06T21:36:15.909Z,2024-03-09T00:00:00Z,"[""56230358490329787513199499485719483649446384372772319288244864295781134291006"", ""114277918173525112169254173181742076105387227275371133712841931193409000172884""]"
portugal-legislative-election-will-the-democratic-alliance-ad-win-over-30-of-votes,Portugal Legislative Election: Will the Democratic Alliance (AD) win over 30% of votes?,"[""Yes"", ""No""]",12415.090309,2024-03-06T21:36:21.055Z,2024-03-09T00:00:00Z,"[""95258629812584971073786978137978262950303083515207146239005197853827641376439"", ""1223976891242575827326919832530466194612847972106365151208336577005936352212""]"
portugal-legislative-election-will-chega-win-over-18-of-votes,Portugal Legislative Election: Will Chega win over 18% of votes?,"[""Yes"", ""No""]",27843.64306,2024-03-06T21:36:27.64Z,2024-03-09T00:00:00Z,"[""50792317200093716551612768811880929799412219151483018327957308778485907971764"", ""857794050215791984970833225148826884050515166788600421752954224821973147361""]"
will-israel-invade-lebanon-before-april,Will Israel invade Lebanon before April?,"[""Yes"", ""No""]",139050.579903,2024-02-22T22:33:12.247Z,2024-03-31T00:00:00Z,"[""111698462898857770801000965393829937533156016953133616800997300856717236955283"", ""54036287673517124971916309513183921212028277874660158879969774883057548424027""]"
nvidia-flips-apple-in-market-cap-by-april-30,NVIDIA flips Apple in market cap by April 30?,"[""Yes"", ""No""]",77254.557189,2024-02-22T23:54:11.071Z,2024-04-30T00:00:00Z,"[""102849804500952740816604448501304266966647277888593203306851795581489164599881"", ""100586261223045919182549208930674446520667740766749738980885580771583539046651""]"
will-uniswap-fee-switch-proposal-pass,"Will Uniswap's ""Fee Switch"" proposal pass?","[""Yes"", ""No""]",33945.074979,2024-02-23T16:36:11.146Z,2024-04-30T00:00:00Z,"[""102472802001297760140869118928224887873681414001712305589332249470754595979773"", ""57810011089878500935258142802969198993273407278745810208668458883219002057707""]"
will-caleb-williams-be-taken-with-the-1st-pick-in-the-2024-nfl-draft,Will Caleb Williams be taken with the 1st pick in the 2024 NFL Draft?,"[""Yes"", ""No""]",98199.368554,2024-02-26T22:29:00Z,2024-04-25T00:00:00Z,"[""56974525723008345020279173849856929984632872522662079826416935922241088964550"", ""31055785848785770381683689606478988932214276268899880554121157475153869426630""]"
will-drake-maye-be-taken-with-the-1st-pick-in-the-2024-nfl-draft,Will Drake Maye be taken with the 1st pick in the 2024 NFL Draft?,"[""Yes"", ""No""]",52342.08,2024-02-26T22:29:00Z,2024-04-25T00:00:00Z,"[""105054370245469400242042758666688069080716015251105172577246913487483952426091"", ""104474829644255696160803309478092025579456098567342440504603924427538337966068""]"
will-jayden-daniels-be-taken-with-the-1st-pick-in-the-2024-nfl-draft,Will Jayden Daniels be taken with the 1st pick in the 2024 NFL Draft?,"[""Yes"", ""No""]",46345.86,2024-02-26T22:29:00Z,2024-04-25T00:00:00Z,"[""112527147637995337596844369326661996902258154932412201504911887578365399808663"", ""100720038250282491857412059448532848626976099862039892204550890811733771878022""]"
will-marvin-harrison-jr-be-taken-with-the-1st-pick-in-the-2024-nfl-draft,Will Marvin Harrison Jr. be taken with the 1st pick in the 2024 NFL Draft?,"[""Yes"", ""No""]",49238.67,2024-02-26T22:29:00Z,2024-04-25T00:00:00Z,"[""68213529105828436281224250558997530352382589092004944211245557931079823076481"", ""41515284501429664998368316770476848359214191616988638729304499672361806647576""]"
will-another-player-be-taken-with-the-1st-pick-in-the-2024-nfl-draft,Will another player be taken with the 1st pick in the 2024 NFL Draft?,"[""Yes"", ""No""]",54616.08,2024-02-26T22:30:00Z,2024-04-25T00:00:00Z,"[""1947988813251842432559333574037191365873934173470752776721456626327676919455"", ""50625332378301621782030895212949007372074717237591217699140208149304396959487""]"
haaland-to-break-pl-goal-record-this-season,Haaland to break PL goal record this season?,"[""Yes"", ""No""]",5449.266038,2023-08-11T20:06:23.068Z,2024-05-19T00:00:00Z,"[""111373045494750646133604256332490681323342538983309907323187401270670656238306"", ""87587968534964258070006199973332612640679120626963729835533161659830489107279""]"
will-man-city-win-the-premier-league,Will Man City win the Premier League?,"[""Yes"", ""No""]",59808.938368,2023-08-14T16:45:23.8Z,2024-05-19T00:00:00Z,"[""6458391015326318827030964562167292825976142887663920584763082996854768753111"", ""21594861298586833169958886327032954747240054290766233870444924368835048307333""]"
sbf-guilty-of-all-charges,SBF guilty of all charges?,"[""Yes"", ""No""]",4712.933928,2023-10-04T16:32:53.283Z,2024-06-30T00:00:00Z,"[""8046730132690633733932070107031985776842335283450886125586787650315156993949"", ""14405251029131734358248756865475992067468144316895326256541285106808268279390""]"
sbf-sentenced-to-50-years,SBF sentenced to 50+ years?,"[""Yes"", ""No""]",363283.032144,2023-10-04T16:41:26.009Z,2024-06-30T00:00:00Z,"[""76228702981973441523842602821581963349512974969626225879552123719620303713658"", ""50444039836934035396870093138149233708631908255340622322892369705279511111049""]"
will-sbf-testify,Will SBF testify?,"[""Yes"", ""No""]",10769.936729000001,2023-10-04T16:58:19.136Z,2024-06-30T00:00:00Z,"[""111527193305137047696896913725090696419111347240605039830712230135209190564936"", ""33352900555724540466830004902661153056598392600548021257312537372823107907350""]"
will-kevin-mccarthy-be-the-next-speaker,Will Kevin McCarthy be the next Speaker?,"[""Yes"", ""No""]",72276.080569,2023-10-03T22:16:43.09Z,2024-06-30T00:00:00Z,"[""46896363656807165087922303238481598911669226399757252744743154920566774930360"", ""43537806479146323916408741018938165679407511546077852670191604600000786351070""]"
will-patrick-mchenry-be-the-next-speaker,Will Patrick McHenry be the next Speaker?,"[""Yes"", ""No""]",25294.772931,2023-10-03T22:16:51.821Z,2024-06-30T00:00:00Z,"[""38928645126527956293100867991528341909539173437986564145514601048567604914429"", ""93915855052804106046214700859997200543603180764701326101069670358048017005712""]"
will-steve-scalise-be-the-next-speaker,Will Steve Scalise be the next Speaker?,"[""Yes"", ""No""]",31705.934333,2023-10-03T22:16:36.91Z,2024-06-29T00:00:00Z,"[""45411553201232709643495165459196858066814497697936867660028424605230340083930"", ""32811939157017541184569355778944364722749179096160062657603998393233070027871""]"
will-jim-jordan-be-the-next-speaker,Will Jim Jordan be the next Speaker?,"[""Yes"", ""No""]",159903.54127599997,2023-10-04T15:39:33.998Z,2024-06-30T00:00:00Z,"[""51058438734550489448587270048999425793930183689043692256806917306658427266934"", ""4905496346795146959135691248439462551086614057362171037444654303154399236100""]"
will-donald-trump-be-the-next-speaker,Will Donald Trump be the next Speaker?,"[""Yes"", ""No""]",78864.566439,2023-10-04T15:39:33.983Z,2024-06-30T00:00:00Z,"[""54540024677118043110323458467545768669533018399175303272120342646599828326034"", ""15421152194298051580980000053761542512712143715379159636202429926207528552481""]"
will-kevin-hern-be-the-next-speaker,Will Kevin Hern be the next Speaker?,"[""Yes"", ""No""]",26154.585537,2023-10-04T20:06:20.116Z,2024-06-30T00:00:00Z,"[""31146306759827374767402151677975093914749274410846868759426651271257427636357"", ""84603964726676352435539955304470973353423893484329799723394963765448501285757""]"
will-kari-lake-be-the-next-speaker,Will Kari Lake be the next Speaker?,"[""Yes"", ""No""]",39000.0,2023-10-06T16:37:14.367Z,2024-06-30T00:00:00Z,"[""21168227236270256506838486392369676380635254883561886710758178200150305958528"", ""10670996474205407791683893764750999927524595175043362301711021938549259739406""]"
sbf-sentenced-to-life,SBF sentenced to life?,"[""Yes"", ""No""]",158663.699947,2023-10-06T19:56:56.767Z,2024-06-30T00:00:00Z,"[""20272663490467952862782438961510834245862756749403587028631210990922710505889"", ""14005385519802464651097318198960640468874722867298655599897319696732933817319""]"
will-tom-emmer-be-the-next-speaker,Will Tom Emmer be the next Speaker?,"[""Yes"", ""No""]",36652.305946,2023-10-12T21:34:12.428Z,2024-06-30T00:00:00Z,"[""12011684192369630796467137685796566948039516416795894724302664294738796608326"", ""87191023660701831550172401845352819908838788631695690656904687809242279344287""]"
will-hakeem-jeffries-be-the-next-speaker,Will Hakeem Jeffries be the next Speaker?,"[""Yes"", ""No""]",3510.6815880000004,2023-10-17T17:34:45.858Z,2024-06-30T00:00:00Z,"[""82605436059979824313577524135585767834292062255710731102424555438615262997068"", ""108168298436433706043341358458790487367972326167277814493659885128013604772845""]"
will-byron-donalds-be-the-next-speaker,Will Byron Donalds be the next Speaker?,"[""Yes"", ""No""]",14209.765124000001,2023-10-23T16:08:26.904Z,2024-06-30T00:00:00Z,"[""7731719362519861113103213921124193720892806702141506321492665708575169804962"", ""30395768329752987672868952125074116410898274435014149942236448310163147432133""]"
will-mike-johnson-be-the-next-speaker,Will Mike Johnson be the next Speaker?,"[""Yes"", ""No""]",65265.037588,2023-10-23T16:08:26.892Z,2024-06-30T00:00:00Z,"[""81012316719779999803867197584405620552298034856460649786673652396927080887071"", ""30046912686974204251736201182491019715043291650166521443728962913935179074427""]"
will-eth-hit-1800-or-2200-first,"Will $ETH hit $1,800 or $2,200 first?","[""$1800"", ""$2200""]",100450.050037,2023-11-14T19:42:56.599Z,2024-07-01T00:00:00Z,"[""16212144544144123592070130308807828833116638592528465821478605628453390418689"", ""88352580576264413136858930228479832960740771027586010223646475212762266740394""]"
will-blur-season-3-end-by-may,Will Blur Season 3 end by May?,"[""Yes"", ""No""]",3633.648176,2023-11-22T20:33:32.872Z,2024-05-31T00:00:00Z,"[""88459086822839766877394717926340910354980594239645196952794076677458500556240"", ""13152127224659642507568520315716007873446788182575094893582354111060042450812""]"
blast-airdrop-by-may,Blast airdrop by May?,"[""Yes"", ""No""]",12364.700823,2023-11-24T18:19:30.886Z,2024-05-31T00:00:00Z,"[""80704946915326425584601723534455661647848409194431839777453725458744917919240"", ""40147487803253604145054184675184383593505623916264703704080767255188997599415""]"
hamas-command-center-under-al-shifa-hospital,Hamas command center under al-Shifa Hospital?,"[""Yes"", ""No""]",32998.699335,2023-11-26T18:50:08.443Z,2024-06-30T00:00:00Z,"[""26759956229249615995432960236668743219286154187275408204137853000119571018534"", ""24045276301912196426146482365977197360141832107026188076339169291557888080903""]"
young-thug-found-guilty-of-racketeering,Young Thug found guilty of racketeering?,"[""Yes"", ""No""]",15281.99988,2023-11-29T20:12:31.311Z,2024-06-30T00:00:00Z,"[""114105286616877187867364817777554539276524853233843254800361821413175031925883"", ""66640261176356446730397944429564776357723252613258762232579420218027097237444""]"
will-shein-ipo-at-a-90b-valuation,Will Shein IPO at a $90b valuation?,"[""Yes"", ""No""]",7311.887402,2023-11-30T17:00:50.261Z,2024-06-29T12:00:00Z,"[""88656357696372913125084001877058757403296440646573406149718344363425859314242"", ""114153085104998354124539851117038947242822317394788066472003897451599877058315""]"
will-kraken-ipo-by-june,Will Kraken IPO by June?,"[""Yes"", ""No""]",21950.133071,2023-11-30T17:50:49.032Z,2024-06-30T00:00:00Z,"[""71591500442209525776652596431402678366355726049348183326767906760151176610830"", ""6929593591033460707675959441849941911465378234415791355273462580630358096049""]"
will-circle-ipo-by-june,Will Circle IPO by June?,"[""Yes"", ""No""]",200703.248948,2023-11-30T17:48:26.544Z,2024-06-30T00:00:00Z,"[""113999747702525884170456243582392609452377212120967762416396777279912215058580"", ""21089680502616175596866234935777768766649349881792069747834057960211051220573""]"
will-eth-hit-2000-or-2500-first,"Will $ETH hit $2,000 or $2,500 first?","[""$2000"", ""$2500""]",40408.988868,2023-12-04T17:49:56.062Z,2024-07-01T00:00:00Z,"[""16251098678238187444529754457813240396936953207896144848622327702863879827466"", ""37477461382618547280524457181167633290963687286827533486756516653162649749264""]"
bryan-johnsons-functional-sperm-above-20pt0-mejac-on-next-test,Bryan Johnson's functional sperm above 20.0 M/ejac on next test?,"[""Yes"", ""No""]",22743.751944,2023-12-07T17:17:50.145Z,2024-07-01T00:00:00Z,"[""27565646411743273114707029158902209221449383456683387538344255326280516070259"", ""52358533136455739741750756047959897158776317495165391544863494511665029341967""]"
elizabeth-warren-crypto-bill-become-law-by-june,Elizabeth Warren crypto bill become law by June?,"[""Yes"", ""No""]",2645.982052,2023-12-11T20:14:20.577Z,2024-06-30T00:00:00Z,"[""112038124133433589874891875201535078613871332129650899627496635430069167471312"", ""103585743754729806814075137485701230171878021996323868934414469696776301895402""]"
ceasefire-between-russia-and-ukraine-by-june,Ceasefire between Russia and Ukraine by June 30?,"[""Yes"", ""No""]",357703.461164,2023-12-12T19:08:07.217Z,2024-06-30T00:00:00Z,"[""13437660449374713654760769676799199600029352285146096022294527977361536270179"", ""2695811811952786757944020316773226887292996880505102133673169325314158239053""]"
will-elon-musk-own-x-through-june-30,Will Elon Musk own X through June 30?,"[""Yes"", ""No""]",1542.611273,2023-12-12T20:54:07.024Z,2024-06-30T00:00:00Z,"[""6206636287483181796620139840256955115465645419846850246907565505119984157372"", ""85917413211575492307767934487565344717586574577227837941868628192044522116708""]"
